BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point,total_diff
X3521,ERS,RESERVOIR AVE & W 195 ST,10468.0,Bronx,BX07,14.0,40.86965857,-73.89891854,POINT (-73.89891854 40.86965857),10523.310946906746
Q4222,ERS,63 RD & 84 PL,11379.0,Queens,QN05,30.0,40.72323152,-73.87004292,POINT (-73.87004292 40.72323152),6671.767939892424
B2252,ERS,FARRAGUT RD & E 92 ST,11236.0,Brooklyn,BK18,46.0,40.64401706,-73.90802343,POINT (-73.90802343 40.64401706),6772.4118759559315
Q9135,ERS,72 RD & 112 ST,11375.0,Queens,QN06,29.0,40.72097928,-73.83829828,POINT (-73.83829828 40.72097928),7790.853321461245
M0345,ERS,SULLIVAN ST & HOUSTON ST,10012.0,Manhattan,MN02,3.0,40.72766,-74.00139034,POINT (-74.00139034 40.72766),7251.581030038373
B2363,ERS,FARRAGUT RD & E 52 ST,11203.0,Brooklyn,BK17,45.0,40.63804907,-73.92696767,POINT (-73.92696767 40.63804907),6746.098718088787
R3863,BARS,BEACH RD & ST ALBANS PL,10312.0,Staten Island,SI03,51.0,40.54475956,-74.15987754,POINT (-74.15987754 40.54475956),20566.95001890662
M1178,ERS,PARK AVE & E 88 ST,10128.0,Manhattan,MN08,4.0,40.78133323,-73.95609394,POINT (-73.95609394 40.78133323),6734.985942014764
Q9706,BARS,UTOPIA PWAY & UNION TPK,11366.0,Queens,QN08,24.0,40.72590413,-73.79192726,POINT (-73.79192726 40.72590413),9740.759775146895
Q6420,BARS,60 AVE & 255 ST,11362.0,Queens,QN11,23.0,40.75987957,-73.72477954,POINT (-73.72477954 40.75987957),13508.44584919344
B3296,BARS,AVENUE X & E 22 ST,11229.0,Brooklyn,BK15,48.0,40.59296758,-73.94819007,POINT (-73.94819007 40.59296758),8775.903464719982
Q7450,BARS,30 DR & 14 ST,11102.0,Queens,QN01,22.0,40.76912321,-73.9313176,POINT (-73.9313176 40.76912321),6149.021901259179
R4871,ERS,CARTERET ST & AMBOY RD,10307.0,Staten Island,SI03,51.0,40.50823092,-74.24937218,POINT (-74.24937218 40.50823092),26889.315797870713
R2471,BARS,DALE AVE 600' N OF AMBOY RD,10306.0,Staten Island,SI03,50.0,40.57219458,-74.12295611,POINT (-74.12295611 40.57219458),17372.16025502294
Q4929,ERS,138 ST & 68 DR,11367.0,Queens,QN08,24.0,40.73083047,-73.82855422,POINT (-73.82855422 40.73083047),8283.621834890177
M0508,ERS,BLEECKER ST & W 10 ST,10014.0,Manhattan,MN02,3.0,40.73400963,-74.00456134,POINT (-74.00456134 40.73400963),7481.771492273614
B2017,ERS,LIVONIA AVE & WARWICK ST,11207.0,Brooklyn,BK05,42.0,40.66626076,-73.88401744,POINT (-73.88401744 40.66626076),6615.776436789894
B1588,ERS,LINDEN BLVD & TROY AVE,11203.0,Brooklyn,BK17,41.0,40.65344517,-73.93638662,POINT (-73.93638662 40.65344517),6123.7953995884445
X3563,ERS,BAINBRIDGE AVE & E 204 ST,10467.0,Bronx,BX07,11.0,40.87367185,-73.87922942,POINT (-73.87922942 40.87367185),11265.34819171991
M0209,ERS,CHERRY ST & PIKE ST,10002.0,Manhattan,MN03,1.0,40.71089169,-73.99219159,POINT (-73.99219159 40.71089169),6685.553320385162
Q6128,BARS,37 AVE & 223 ST,11361.0,Queens,QN11,19.0,40.76913429,-73.76183933,POINT (-73.76183933 40.76913429),11917.602509880984
Q2547,ERS,140 AVE & BREWER BLVD,11434.0,Queens,QN12,28.0,40.67070043,-73.77365361,POINT (-73.77365361 40.67070043),10809.324098124505
M1624,ERS,EDGECOMBE AVE & W 145 ST,10030.0,Manhattan,MN10,9.0,40.8236478,-73.94384276,POINT (-73.94384276 40.8236478),7892.821918902543
B0906,ERS,HANCOCK ST & GARVEY BLVD/SUMNER AVE,11221.0,Brooklyn,BK03,36.0,40.68393932,-73.93833578,POINT (-73.93833578 40.68393932),5325.0805431733515
B1066,ERS,FRANKLIN AVE & STERLING PL,11238.0,Brooklyn,BK08,35.0,40.6732939,-73.9570204,POINT (-73.9570204 40.6732939),5818.59317977777
Q5275,BARS,HILLSIDE AVE & 201 ST,11423.0,Queens,QN12,23.0,40.71963876,-73.76276615,POINT (-73.76276615 40.71963876),11023.48204153036
M0664,ERS,3 AVE & E 28 ST,10016.0,Manhattan,MN06,2.0,40.74196977,-73.98085965,POINT (-73.98085965 40.74196977),6597.814213828306
R2231,BARS,WINHAM AVE & NEW DORP LA,10306.0,Staten Island,GNRA,50.0,40.56712282,-74.10307037,POINT (-74.10307037 40.56712282),16651.84474454384
Q5405,BARS,110 AVE & 216 ST,11429.0,Queens,QN13,27.0,40.7084898,-73.74146601,POINT (-73.74146601 40.7084898),11972.374256059338
Q7651,BARS,21 AVE & 75 ST,11370.0,Queens,QN01,22.0,40.77032071,-73.8946831,POINT (-73.8946831 40.77032071),6785.682800457261
M1570,ERS,FOOT OF WEST 135 ST,10027.0,Manhattan,MN09,7.0,40.82129608,-73.95821571,POINT (-73.95821571 40.82129608),8059.846060377956
Q1932,BARS,107 AVE & 155 ST,11433.0,Queens,QN12,28.0,40.69565549,-73.79830169,POINT (-73.79830169 40.69565549),9307.416208112896
M0895,ERS,LEXINGTON AVE & E 55 ST,10022.0,Manhattan,MN05,4.0,40.75962491,-73.97008101,POINT (-73.97008101 40.75962491),6571.524113777435
R0018,BARS,RICHMOND TERR & WESTERVELT AVE,10301.0,Staten Island,SI01,49.0,40.64757318,-74.08742363,POINT (-74.08742363 40.64757318),12321.318455749035
Q5815,ERS,141 AVE & 182 ST,11413.0,Queens,QN12,31.0,40.67084657,-73.76169089,POINT (-73.76169089 40.67084657),11370.396204487663
B1912,ERS,HEGEMAN AVE & VAN SICLEN AVE,11207.0,Brooklyn,BK05,42.0,40.66201382,-73.88681373,POINT (-73.88681373 40.66201382),6664.715828790557
B3493,ERS,BATH AVE & BAY 13 ST,11214.0,Brooklyn,BK11,43.0,40.60620416,-74.0100002,POINT (-74.0100002 40.60620416),10337.113115313141
Q5479,BARS,107 AVE & SPRINGFIELD BLVD,11429.0,Queens,QN13,27.0,40.71014395,-73.73750669,POINT (-73.73750669 40.71014395),12177.390796893515
Q5967,ERS,S CONDUIT AVE & 230 PL,11413.0,Queens,QN13,31.0,40.665423,-73.74598311,POINT (-73.74598311 40.665423),12278.401179706942
R1923,ERS,ARLENE COURT & JULES DR,10314.0,Staten Island,SI01,49.0,40.61909992,-74.15960354,POINT (-74.15960354 40.61909992),17025.763935550298
R4238,BARS,WOODS OF ARDEN RD & EASTMAN ST,10312.0,Staten Island,SI03,51.0,40.53833207,-74.16566259,POINT (-74.16566259 40.53833207),21177.55090778274
R1023,BARS,NARROWS RD S & BRITTON AVE,10304.0,Staten Island,SI02,50.0,40.60730471,-74.08759633,POINT (-74.08759633 40.60730471),14002.062077317221
X2772,ERS,JEROME AVE & W 172 ST,10452.0,Bronx,BX04,16.0,40.8423349,-73.91618344,POINT (-73.91618344 40.8423349),8833.467803447884
B4054,ERS,PENNSYLANIA AVE & HORNELL LOOP,11239.0,Brooklyn,BK05,42.0,40.6448665,-73.87844164,POINT (-73.87844164 40.6448665),7521.388342838034
Q7048,BARS,55 AVE & 58 ST,11378.0,Queens,QN02,30.0,40.72760908,-73.91210047,POINT (-73.91210047 40.72760908),5589.327555596605
B1096,ERS,CLARKSON AVE 200' W OF E 37 ST,11203.0,Brooklyn,BK17,40.0,40.65560237,-73.94553032,POINT (-73.94553032 40.65560237),6126.458857511862
Q6464,BARS,60 AVE & 260 ST,11362.0,Queens,QN11,23.0,40.76031675,-73.72170375,POINT (-73.72170375 40.76031675),13672.782238116242
M0399,ERS,6 AVE & W 8 ST,10011.0,Manhattan,MN02,1.0,40.7336106,-73.99955589,POINT (-73.99955589 40.7336106),7246.269873001347
R0447,BARS,TOWNSEND AVE & BAY ST,10304.0,Staten Island,SI01,49.0,40.62145893,-74.07174505,POINT (-74.07174505 40.62145893),12624.615814134893
Q8843,BARS,156 ST & BRINKERHOFF/110 AVE,11433.0,Queens,QN12,28.0,40.69128382,-73.79412634,POINT (-73.79412634 40.69128382),9522.212040484928
X3675,ERS,WHITE PLAINS RD & E 222 ST,10466.0,Bronx,BX12,12.0,40.88569259,-73.86163946,POINT (-73.86163946 40.88569259),12449.819324412565
Q4350,ERS,20 AVE & 141 ST,11356.0,Queens,QN07,19.0,40.78166792,-73.82770726,POINT (-73.82770726 40.78166792),9367.973800819496
Q5041,BARS,LIBERTY AVE & 177 ST,11433.0,Queens,QN12,27.0,40.70542486,-73.78256583,POINT (-73.78256583 40.70542486),9998.332825972113
R0676,ERS,MACFARLAND AVE & WALLACE AVE,10305.0,Staten Island,SI02,50.0,40.59808123,-74.06871841,POINT (-74.06871841 40.59808123),13500.656819652168
X3051,ERS,ST RAYMONDS AVE & PURDY ST,10462.0,Bronx,BX09,18.0,40.83767598,-73.8534886,POINT (-73.8534886 40.83767598),10395.638437756415
Q2687,ERS,137 AVE & 167 ST,11434.0,Queens,QN12,31.0,40.6722582,-73.77296699,POINT (-73.77296699 40.6722582),10802.801893159713
Q4774,BARS,LIBERTY AVE & 160 ST,11433.0,Queens,QN12,28.0,40.70051303,-73.79677023,POINT (-73.79677023 40.70051303),9357.704561152521
B1269,ERS,6 AVE & 9 ST,11215.0,Brooklyn,BK06,39.0,40.66803081,-73.98394302,POINT (-73.98394302 40.66803081),6797.588567562453
Q4257,BARS,48 AVE & 58 ST,11377.0,Queens,QN02,26.0,40.73863054,-73.90832328,POINT (-73.90832328 40.73863054),5813.057438587112
Q5081,ERS,112 AVE & 178 ST,11433.0,Queens,QN12,27.0,40.69626387,-73.774022,POINT (-73.774022 40.69626387),10401.220442766846
Q7973,BARS,LAMONT AVE & ELBERTSON ST,11373.0,Queens,QN04,25.0,40.74515137,-73.87330458,POINT (-73.87330458 40.74515137),6864.791934505586
B2319,ERS,SNYDER AVE & E 52 ST,11203.0,Brooklyn,BK17,45.0,40.65022811,-73.92826499,POINT (-73.92826499 40.65022811),6269.69887316818
Q6841,BARS,116 AVE & 227 ST,11411.0,Queens,QN13,27.0,40.69493847,-73.73313918,POINT (-73.73313918 40.69493847),12386.13578151924
Q4181,BARS,53 AVE & 65 PL,11378.0,Queens,QN05,30.0,40.73138946,-73.90014501,POINT (-73.90014501 40.73138946),5905.289081057606
X3805,ERS,BARNES AVE & E 229 ST,10466.0,Bronx,BX12,12.0,40.88971351,-73.85602979,POINT (-73.85602979 40.88971351),12852.74884380272
B3955,ERS,NOSTRAND AVE & PARK PL,11216.0,Brooklyn,BK08,36.0,40.67342233,-73.95016597,POINT (-73.95016597 40.67342233),5675.756095084758
B0443,ERS,JAY ST & JOHN ST,11201.0,Brooklyn,BK02,33.0,40.70441261,-73.98657001,POINT (-73.98657001 40.70441261),6427.692925008116
Q8891,BARS,119 AVE & 143 ST,11436.0,Queens,QN12,28.0,40.67773924,-73.79753493,POINT (-73.79753493 40.67773924),9569.381803555452
R3242,BARS,ARMSTRONG AVE & EAST MACON AVE,10308.0,Staten Island,SI03,51.0,40.55863496,-74.16198591,POINT (-74.16198591 40.55863496),19976.042809372964
Q5533,BARS,90 AVE & 184 PL,11423.0,Queens,QN12,27.0,40.71142237,-73.77621626,POINT (-73.77621626 40.71142237),10323.728167506706
Q7237,BARS,HUNTERS POINT AVE & 32 PL,11101.0,Queens,QN02,26.0,40.73927258,-73.93370911,POINT (-73.93370911 40.73927258),5536.954247663207
X2914,ERS,SOUTHERN BLVD & BOSTON RD,10460.0,Bronx,BX03,17.0,40.83735885,-73.88798219,POINT (-73.88798219 40.83735885),9249.690344585944
M1765,ERS,ST NICHOLAS AVE & W 187 ST,10033.0,Manhattan,MN12,10.0,40.85306256,-73.9309956,POINT (-73.9309956 40.85306256),9211.283011449168
M0931,ERS,12 AVE & W 59 ST,10023.0,Manhattan,MN07,3.0,40.7728789,-73.99341045,POINT (-73.99341045 40.7728789),7754.960032647427
Q5649,BARS,113 AVE & 204 ST,11412.0,Queens,QN12,27.0,40.70228589,-73.75171495,POINT (-73.75171495 40.70228589),11450.317579253659
B2478,ERS,DITMAS AVE & MARLBOROUGH RD,11226.0,Brooklyn,BK14,40.0,40.6370974,-73.96364557,POINT (-73.96364557 40.6370974),7223.859030818049
Q7444,BARS,21 ST & 24 RD,11102.0,Queens,QN01,22.0,40.77607987,-73.92217338,POINT (-73.92217338 40.77607987),6394.255330208062
R1528,ERS,WESTWOOD AVE & MOUNTAIN VIEW AVE,10314.0,Staten Island,SI02,50.0,40.60603892,-74.1258422,POINT (-74.1258422 40.60603892),15925.855924459993
Q9622,ERS,86 AVE & 109 ST,11418.0,Queens,QN09,32.0,40.69817928,-73.83977368,POINT (-73.83977368 40.69817928),7623.658782204456
Q9811,ERS,88 AVE & 139 ST,11435.0,Queens,QN12,24.0,40.70367384,-73.81394931,POINT (-73.81394931 40.70367384),8633.907618609941
B0702,BARS,WHITE ST & SIEGAL ST,11206.0,Brooklyn,BK01,34.0,40.70543459,-73.93516082,POINT (-73.93516082 40.70543459),5189.86712192528
B1601,ERS,CLARKSON AVE & UTICA AVE,11203.0,Brooklyn,BK17,41.0,40.65661036,-73.93090355,POINT (-73.93090355 40.65661036),6026.670908000681
B0207,ERS,WYTHE AVE & S 8 ST,11211.0,Brooklyn,BK01,33.0,40.70986459,-73.96694918,POINT (-73.96694918 40.70986459),5784.331873862183
Q9583,ERS,ASCAN AVE & JUNO ST,11375.0,Queens,QN06,29.0,40.71235002,-73.84435591,POINT (-73.84435591 40.71235002),7491.658713857149
Q7182,ERS,40 AVE & 11 ST,11101.0,Queens,QN01,26.0,40.75644111,-73.94354725,POINT (-73.94354725 40.75644111),5884.110049697531
R2976,ERS,DONNA CT 150' W OF ELMWOOD PARK DR/RVFD,10314.0,Staten Island,SI02,51.0,40.58029916,-74.16252041,POINT (-74.16252041 40.58029916),18928.298034319938
B2632,ERS,5 AVE & 55 ST,11220.0,Brooklyn,BK07,38.0,40.64230518,-74.01323203,POINT (-74.01323203 40.64230518),8970.179656674622
R2255,BARS,STERLING AVE & 10TH ST,10306.0,Staten Island,SI02,50.0,40.57044341,-74.11626672,POINT (-74.11626672 40.57044341),17131.19077345294
R8731,ERS,W SHORE XWAY N/B 2700' N OF ARDEN AVE,10314.0,Staten Island,SI03,51.0,40.5665272,-74.19313305,POINT (-74.19313305 40.5665272),21141.013779479938
X2375,ERS,WESTCHESTER AVE & STEBBINS/POLITE AVE,10459.0,Bronx,BX02,17.0,40.82123885,-73.89885249,POINT (-73.89885249 40.82123885),8244.69199251893
Q1675,ERS,162 AVE & 95 ST,11414.0,Queens,QN10,32.0,40.65443099,-73.83671881,POINT (-73.83671881 40.65443099),8639.902766865018
Q5632,BARS,111 AVE & 198 ST,11412.0,Queens,QN12,27.0,40.70360338,-73.75829554,POINT (-73.75829554 40.70360338),11135.081389419698
Q6905,BARS,NORTHERN BLVD & 192 ST,11358.0,Queens,QN11,19.0,40.7578475,-73.78942788,POINT (-73.78942788 40.7578475),10359.615302103435
B1765,ERS,GLENMORE AVE & HENDRIX ST,11207.0,Brooklyn,BK05,37.0,40.67411655,-73.88974236,POINT (-73.88974236 40.67411655),6253.404492299259
X2420,ERS,SPOFFORD AVE & FAILE ST,10474.0,Bronx,BX02,17.0,40.81450332,-73.88648314,POINT (-73.88648314 40.81450332),8294.090649060894
B1478,ERS,8 AVE & 48 ST,11220.0,Brooklyn,BK07,38.0,40.64223576,-74.00254487,POINT (-74.00254487 40.64223576),8473.483967752343
B1082,ERS,WASHINGTON AVE & EMPIRE BLVD,11225.0,Brooklyn,BK09,40.0,40.66328505,-73.96095595,POINT (-73.96095595 40.66328505),6192.964868210241
X2487,ERS,HPTM AV E & MARKET ST VIA HALLECK ST ENT,10474.0,Bronx,BX02,17.0,40.81044478,-73.87615213,POINT (-73.87615213 40.81044478),8454.439670085636
M1237,ERS,5 AVE & E 96 ST,83.0,Manhattan,MN08,4.0,40.78791392,-73.95577736,POINT (-73.95577736 40.78791392),6907.214032609575
M1064,ERS,3 AVE & E 76 ST,10021.0,Manhattan,MN08,4.0,40.77233167,-73.95871707,POINT (-73.95871707 40.77233167),6557.592375047445
Q2797,ERS,145 RD & SPRINGFIELD BLVD,11413.0,Queens,QN13,31.0,40.66381229,-73.75942778,POINT (-73.75942778 40.66381229),11675.447963227482
B3064,ERS,AVENUE U & E 37 ST,11234.0,Brooklyn,BK18,46.0,40.60696137,-73.92696223,POINT (-73.92696223 40.60696137),8064.4872356160595
Q5362,BARS,LINDEN BLVD & 197 ST,11412.0,Queens,QN12,27.0,40.6935918,-73.75496553,POINT (-73.75496553 40.6935918),11324.061061134827
Q1163,BARS,BAYSWATER AVE & BAY PARK PL,11691.0,Queens,QN14,31.0,40.60695855,-73.76724821,POINT (-73.76724821 40.60695855),13553.191816807253
B1717,ERS,BELMONT AVE & ALABAMA AVE,11207.0,Brooklyn,BK05,42.0,40.67021133,-73.89834126,POINT (-73.89834126 40.67021133),6123.59488303864
R1352,BARS,LIVERMORE AVE & WATCHOGUE RD,10314.0,Staten Island,SI01,50.0,40.61619189,-74.13897447,POINT (-74.13897447 40.61619189),16130.428704772808
Q8636,ERS,116 AVE & 158 ST,11434.0,Queens,QN12,28.0,40.68549545,-73.78579743,POINT (-73.78579743 40.68549545),9959.11572685197
X4377,ERS,ALLERTON AVE & MICKLE AVE,10469.0,Bronx,BX11,13.0,40.86516206,-73.84074697,POINT (-73.84074697 40.86516206),12189.026908773254
R0059,ERS,LAYTON AVE & BISMARK AVE,10301.0,Staten Island,SI01,49.0,40.64154818,-74.08536492,POINT (-74.08536492 40.64154818),12452.657700222491
Q6162,BARS,33 AVE & CLEARVIEW XWAY W SVC RD,11361.0,Queens,QN11,19.0,40.76963118,-73.7833178,POINT (-73.7833178 40.76963118),10923.91005188757
Q9894,BARS,JAMAICA AVE & 170 ST,11432.0,Queens,QN12,27.0,40.70731125,-73.78965185,POINT (-73.78965185 40.70731125),9685.399325104074
Q3727,BARS,64 AVE & 184 ST,11365.0,Queens,QN08,24.0,40.73810947,-73.78941374,POINT (-73.78941374 40.73810947),10014.874079064673
R0398,ERS,TOMPKINS COURT & VAN ST,10310.0,Staten Island,SI01,49.0,40.63952247,-74.11946842,POINT (-74.11946842 40.63952247),14195.380396376559
B0834,ERS,BROADWAY & COVERT ST,11233.0,Brooklyn,BK16,41.0,40.68479987,-73.913797,POINT (-73.913797 40.68479987),5490.7027095092735
Q4690,BARS,UTOPIA PWAY & 12 RD,11357.0,Queens,QN07,19.0,40.79054318,-73.79464244,POINT (-73.79464244 40.79054318),10978.04228330323
M0368,ERS,BROADWAY & W 3 ST,10012.0,Manhattan,MN02,1.0,40.72781878,-73.99475093,POINT (-73.99475093 40.72781878),6957.161865365675
R0256,BARS,VAN DUZER ST & BEACH ST,10304.0,Staten Island,SI01,49.0,40.62895069,-74.07972492,POINT (-74.07972492 40.62895069),12691.35957706206
B3480,ERS,BENSON AVE & BAY 14 ST,11214.0,Brooklyn,BK11,43.0,40.60739302,-74.00744764,POINT (-74.00744764 40.60739302),10165.45022424264
R2615,ERS,TYSENS LA & 10 ST,10306.0,Staten Island,SI02,50.0,40.56622746,-74.12024009,POINT (-74.12024009 40.56622746),17536.44659813686
Q7543,BARS,ASTORIA BLVD S & 45 ST,11103.0,Queens,QN01,22.0,40.7680677,-73.90611305,POINT (-73.90611305 40.7680677),6447.780724937633
Q6391,BARS,43 AVE & MARATHON PWAY/250 ST,11363.0,Queens,QN11,19.0,40.76958529,-73.73858057,POINT (-73.73858057 40.76958529),13060.406924555999
Q1578,BARS,53 AVE & 202 ST,11364.0,Queens,QN11,20.0,40.7492446,-73.77647488,POINT (-73.77647488 40.7492446),10783.352578415315
B0993,ERS,VANDERBILT AVE & PARK PL,11238.0,Brooklyn,BK08,35.0,40.67678517,-73.96917758,POINT (-73.96917758 40.67678517),6088.41933994686
X3855,ERS,PITMAN AVE & GRACE AVE,10466.0,Bronx,BX12,12.0,40.89630067,-73.84687478,POINT (-73.84687478 40.89630067),13519.392048011832
Q6674,BARS,DUNTON AVE EAST & 197 ST,11423.0,Queens,QN08,23.0,40.71933191,-73.76608731,POINT (-73.76608731 40.71933191),10863.236853834682
R1366,ERS,NEAL DOW AVE & MAINE AVE,10314.0,Staten Island,SI01,50.0,40.6205287,-74.13493563,POINT (-74.13493563 40.6205287),15744.050726834286
M0455,ERS,4 AVE & E 11 ST,10003.0,Manhattan,MN02,2.0,40.73199633,-73.99021191,POINT (-73.99021191 40.73199633),6820.316127830352
R0187,ERS,BARD AVE & DELAFIELD AVE,10310.0,Staten Island,SI01,49.0,40.6320216,-74.1059846,POINT (-74.1059846 40.6320216),13839.647418468678
X2272,ERS,WALTON AVE & E 153 ST,10451.0,Bronx,BX04,8.0,40.82245737,-73.92691531,POINT (-73.92691531 40.82245737),7820.7290219060205
Q7027,BARS,56 RD & 48 ST,11378.0,Queens,QN02,30.0,40.72621374,-73.92051496,POINT (-73.92051496 40.72621374),5450.139151501217
Q9819,ERS,89 AVE & 150 ST,11435.0,Queens,QN12,24.0,40.70467173,-73.80564773,POINT (-73.80564773 40.70467173),8981.547248925335
X2821,ERS,CASTLE HILL AVE & QUIMBY AVE,10473.0,Bronx,BX09,18.0,40.82617456,-73.84969836,POINT (-73.84969836 40.82617456),10014.091444371052
B0231,ERS,S 3 ST & KEAP ST,11211.0,Brooklyn,BK01,34.0,40.70952114,-73.95432543,POINT (-73.95432543 40.70952114),5445.62260081082
B1302,ERS,4 AVE & 15 ST,11215.0,Brooklyn,BK06,39.0,40.66673659,-73.99173365,POINT (-73.99173365 40.66673659),7142.817218639901
B0532,ERS,ATLANTIC AVE & COURT ST,11201.0,Brooklyn,BK06,39.0,40.68969012,-73.99236367,POINT (-73.99236367 40.68969012),6724.435223013323
R3843,BARS,HYLAN BLVD & GOODALL ST,10308.0,Staten Island,SI03,51.0,40.54008896,-74.14787129,POINT (-74.14787129 40.54008896),20206.872280491247
Q5887,ERS,179 ST & 146 RD,11434.0,Queens,QN13,31.0,40.66274881,-73.76675455,POINT (-73.76675455 40.66274881),11360.040012150257
M0416,ERS,BARUCH PL & HOUSTON ST,10002.0,Manhattan,MN03,2.0,40.71913288,-73.97635525,POINT (-73.97635525 40.71913288),6151.697228400361
Q8938,ERS,155TH AVE & HURON ST,11414.0,Queens,QN10,32.0,40.66575992,-73.83699648,POINT (-73.83699648 40.66575992),8262.177226840184
Q9799,BARS,64 AVE & 229 ST,11364.0,Queens,QN11,23.0,40.7492951,-73.74864169,POINT (-73.74864169 40.7492951),12110.395486424466
B1452,ERS,4 AVE & 40 ST,11232.0,Brooklyn,BK07,38.0,40.65207041,-74.00675068,POINT (-74.00675068 40.65207041),8297.063143159436
R3676,ERS,RICHMOND AVE & ELTINGVILLE BLVD/RR XING,10312.0,Staten Island,SI03,51.0,40.54433561,-74.1652514,POINT (-74.1652514 40.54433561),20855.83935563836
Q6997,BARS,NORTHERN BLVD & 223 ST,11361.0,Queens,QN11,19.0,40.76199474,-73.75848075,POINT (-73.75848075 40.76199474),11899.0500802045
Q4796,ERS,ROCKAWAY BLVD & 133 ST,11420.0,Queens,QN10,28.0,40.6747107,-73.80540019,POINT (-73.80540019 40.6747107),9295.884993796119
M1362,ERS,LEXINGTON AVE & E 113 ST,10029.0,Manhattan,MN11,8.0,40.79662566,-73.94298148,POINT (-73.94298148 40.79662566),6925.473767756845
R4714,ERS,EXCELSIOR AVE & BAYVIEW AVE,10309.0,Staten Island,SI03,51.0,40.52125161,-74.20475996,POINT (-74.20475996 40.52125161),23995.119348844106
R2034,BARS,MIDLAND AVE & BOUNDARY AVE,10306.0,Staten Island,SI02,50.0,40.57730944,-74.10112039,POINT (-74.10112039 40.57730944),16050.780463421515
X3601,ERS,CRUGER AVE & ROSEWOOD ST,10467.0,Bronx,BX12,15.0,40.87321213,-73.86629746,POINT (-73.86629746 40.87321213),11662.836610345019
Q6106,BARS,34 AVE & JORDAN ST,11358.0,Queens,QN11,19.0,40.76643258,-73.78863401,POINT (-73.78863401 40.76643258),10601.492511992843
B2002,ERS,SUTTER AVE & PENNSYLVANIA AVE/PAYNE AVE,11207.0,Brooklyn,BK05,42.0,40.66938916,-73.89525163,POINT (-73.89525163 40.66938916),6223.756610082122
M0193,ERS,MULBERRY ST & HESTER ST,10013.0,Manhattan,MN02,1.0,40.71815869,-73.9979305,POINT (-73.9979305 40.71815869),6992.048683035371
B1052,ERS,ROGERS AVE & WINTHROP ST,11225.0,Brooklyn,BK09,40.0,40.65691463,-73.95313899,POINT (-73.95313899 40.65691463),6214.648404674111
B0239,ERS,UNION AVE & HEWES ST,11211.0,Brooklyn,BK01,34.0,40.7091436,-73.95082964,POINT (-73.95082964 40.7091436),5374.301252197533
Q8858,BARS,INWOOD ST & 115 AVE,11436.0,Queens,QN12,28.0,40.68336034,-73.79724906,POINT (-73.79724906 40.68336034),9481.034931071159
Q4924,ERS,LINDEN BLVD & 167 ST,11433.0,Queens,QN12,27.0,40.69034437,-73.78242712,POINT (-73.78242712 40.69034437),10056.997018779466
R1392,BARS,JEWETT AVE & CHANDLER AVE,10314.0,Staten Island,SI01,50.0,40.61395352,-74.13084888,POINT (-74.13084888 40.61395352),15826.774559267727
Q1231,ERS,BEACH CHANNEL DR & BEACH 51 ST,11691.0,Queens,QN14,31.0,40.59526686,-73.78183631,POINT (-73.78183631 40.59526686),13390.480998361769
B2120,ERS,AVENUE B & E 98 ST,11236.0,Brooklyn,BK17,42.0,40.65352116,-73.91014414,POINT (-73.91014414 40.65352116),6371.955723653837
M1187,ERS,LEXINGTON AVE & E 89 ST,10128.0,Manhattan,MN08,5.0,40.78142906,-73.95417677,POINT (-73.95417677 40.78142906),6697.0325459947835
B2716,ERS,81 ST & 7 AVENUE W/S OF VZ BRIDGE APP,11209.0,Brooklyn,BK10,43.0,40.62314555,-74.02115544,POINT (-74.02115544 40.62314555),10129.251323254746
R1347,BARS,COLLEGE AVE & LIVERMORE AVE,10314.0,Staten Island,SI01,50.0,40.62163341,-74.1375613,POINT (-74.1375613 40.62163341),15826.14499435882
Q5868,BARS,SPRINGFIELD BLVD & 113 DR,11429.0,Queens,QN13,27.0,40.70267984,-73.74077676,POINT (-73.74077676 40.70267984),11986.431724832151
R1125,ERS,GRANDVIEW AVE & ANDERSON PL,10303.0,Staten Island,SI01,49.0,40.63375934,-74.16517433,POINT (-74.16517433 40.63375934),16685.603791159687
X2231,ERS,JACKSON AVE & E 149 ST,10455.0,Bronx,BX01,8.0,40.81323307,-73.90907452,POINT (-73.90907452 40.81323307),7679.152952507575
R1548,BARS,NORTH GANNON AVE & GOWER ST,10314.0,Staten Island,SI01,49.0,40.60957317,-74.12390254,POINT (-74.12390254 40.60957317),15675.830226730377
Q5289,BARS,HILLSIDE AVE & FRANCIS LEWIS BLVD,11427.0,Queens,QN13,23.0,40.72106344,-73.75944143,POINT (-73.75944143 40.72106344),11195.25127494815
M1668,ERS,ST NICHOLAS AVE & W 155 ST,10032.0,Manhattan,MN12,9.0,40.83089084,-73.941368,POINT (-73.941368 40.83089084),8185.36397844644
M0328,ERS,HUDSON ST & VANDAM ST,10013.0,Manhattan,MN02,3.0,40.72660087,-74.00743353,POINT (-74.00743353 40.72660087),7518.384204771909
Q9886,BARS,SEWARD AVE & 230 ST,11427.0,Queens,QN13,23.0,40.73483443,-73.74053782,POINT (-73.74053782 40.73483443),12286.766964832075
M0977,ERS,YORK AVE & E 65 ST,10021.0,Manhattan,MN08,5.0,40.7624171,-73.95698353,POINT (-73.95698353 40.7624171),6262.500871443801
