BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point,total_diff
B2695,ERS,FORT HAMILTON PWAY & 47 ST,11219.0,Brooklyn,BK12,39.0,40.63944823,-73.99623903,POINT (-73.99623903 40.63944823),39817.93585349931
Q5258,BARS,PALO ALTO AVE & 191 ST,11423.0,Queens,QN08,23.0,40.7176952,-73.77218148,POINT (-73.77218148 40.7176952),45895.35165653166
Q6788,BARS,81 AVE & 268 ST,11004.0,Queens,QN13,23.0,40.74454724,-73.70308723,POINT (-73.70308723 40.74454724),62575.07847478503
R2449,BARS,DALTON AVE & PARK ST/RVFD,10306.0,Staten Island,SI03,50.0,40.57002624,-74.12892407,POINT (-74.12892407 40.57002624),80952.03391289686
R0270,ERS,HOMER ST & PAXTON ST,10304.0,Staten Island,SI01,49.0,40.63340488,-74.07988516,POINT (-74.07988516 40.63340488),57595.19309650967
R2830,BARS,GREAVES AVE & NAHANT ST,10308.0,Staten Island,SI03,51.0,40.55857808,-74.1475487,POINT (-74.1475487 40.55857808),87547.02256719847
Q6926,BARS,39 AVE & 192 ST,11358.0,Queens,QN11,19.0,40.76187662,-73.78997524,POINT (-73.78997524 40.76187662),46006.08386684618
X4135,ERS,SWINTON AVE & LAFAYETTE AVE,10465.0,Bronx,BX10,13.0,40.82806087,-73.82858385,POINT (-73.82858385 40.82806087),49276.3903966374
Q9870,ERS,89 AVE & PARSONS BLVD,11432.0,Queens,QN12,24.0,40.70576148,-73.80165726,POINT (-73.80165726 40.70576148),40016.88411518691
B2087,ERS,LINDEN BLVD BTW POWELL ST & GASTON BLVD,11236.0,Brooklyn,BK16,42.0,40.65620431,-73.90126361,POINT (-73.90126361 40.65620431),30515.19860926343
B1293,ERS,3 AVE & 19 ST,11232.0,Brooklyn,BK07,38.0,40.66502197,-73.99661202,POINT (-73.99661202 40.66502197),36254.27611792305
B1088,ERS,FLATBUSH AVE & MIDWOOD ST,11225.0,Brooklyn,BK09,40.0,40.65949596,-73.96056091,POINT (-73.96056091 40.65949596),31663.01263277808
Q8844,ERS,111 AVE & 158 ST,11433.0,Queens,QN12,28.0,40.69028678,-73.7913823,POINT (-73.7913823 40.69028678),42202.56555279222
R0618,BARS,HYLAN BLVD & ANDERSON ST,10305.0,Staten Island,SI01,49.0,40.61322647,-74.06800005,POINT (-74.06800005 40.61322647),58946.94783968629
R3774,ERS,CODY PL & LOMBARD CT,10312.0,Staten Island,SI03,51.0,40.5535812,-74.20130114,POINT (-74.20130114 40.5535812),100644.13353278062
R3413,BARS,KELVIN AVE & SOUTH RAILROAD AVE,10306.0,Staten Island,SI03,51.0,40.55633618,-74.13666669,POINT (-74.13666669 40.55633618),85654.34379343322
Q0210,BARS,JFK - HANGER 6 S/W CORNER FED EXPRESS,11430.0,Queens,JFK,31.0,40.65678807,-73.82140674,POINT (-73.82140674 40.65678807),40142.58530720137
Q5720,ERS,120 AVE & 194 ST,11412.0,Queens,QN12,27.0,40.68858101,-73.75515427,POINT (-73.75515427 40.68858101),49476.89465819954
M0316,ERS,ELIZABETH ST & BROOME ST,10012.0,Manhattan,MN02,1.0,40.71986754,-73.99526076,POINT (-73.99526076 40.71986754),33991.13439036711
R3633,ERS,WILSON AVE & VAN BRUNT ST,10312.0,Staten Island,SI03,51.0,40.54446097,-74.17087448,POINT (-74.17087448 40.54446097),95866.27436115374
Q8610,BARS,130 AVE & 177 ST,11434.0,Queens,QN12,27.0,40.67969171,-73.76531755,POINT (-73.76531755 40.67969171),47942.990277464196
M1620,ERS,AMSTERDAM AVE & W 144 ST,10031.0,Manhattan,MN09,7.0,40.82456296,-73.94809828,POINT (-73.94809828 40.82456296),40435.024933617424
X2544,ERS,JACKSON AVE & E 166 ST,10456.0,Bronx,BX03,16.0,40.82669742,-73.90352224,POINT (-73.90352224 40.82669742),40324.69865553464
B1497,ERS,PARKSIDE AVE & PARADE PL,11226.0,Brooklyn,,39.0,40.6531894,-73.96621322,POINT (-73.96621322 40.6531894),33217.71176733001
B0337,BARS,MARCY AVE & LYNCH ST,11206.0,Brooklyn,BK01,33.0,40.70261691,-73.95318085,POINT (-73.95318085 40.70261691),27806.08136194988
B3762,ERS,MONTGOMERY ST & BEDFORD AVE,11225.0,Brooklyn,BK09,35.0,40.6657201,-73.95685966,POINT (-73.95685966 40.6657201),30476.7456896457
Q4261,ERS,60 AVE & 69 PL,11378.0,Queens,QN05,30.0,40.72212367,-73.89124181,POINT (-73.89124181 40.72212367),28172.759662681085
B3421,ERS,HIGHLAWN AVE & W 11 ST,11223.0,Brooklyn,BK11,47.0,40.60295697,-73.98353134,POINT (-73.98353134 40.60295697),44570.586457583486
M0895,ERS,LEXINGTON AVE & E 55 ST,10022.0,Manhattan,MN06,4.0,40.75962491,-73.97008101,POINT (-73.97008101 40.75962491),33369.14810624089
R1349,BARS,LIVERMORE AVE & GARRISON AVE,10314.0,Staten Island,SI01,50.0,40.62024729,-74.13792638,POINT (-74.13792638 40.62024729),72444.37155513647
B3855,ERS,23 AVE & 80 ST,11214.0,Brooklyn,BK11,44.0,40.60397945,-73.98806313,POINT (-73.98806313 40.60397945),45078.45731713538
X3313,ERS,MORRIS AVE & E 193 ST,10468.0,Bronx,BX07,14.0,40.86625149,-73.89692547,POINT (-73.89692547 40.86625149),48731.65618418686
M1513,ERS,POWELL BLVD & W 129 ST,10027.0,Manhattan,MN10,9.0,40.81150943,-73.94647555,POINT (-73.94647555 40.81150943),38023.55677702135
X3793,ERS,HUDSON PWAY W & W 247 ST,10471.0,Bronx,BX08,11.0,40.89424766,-73.90858339,POINT (-73.90858339 40.89424766),54326.15448117608
Q7483,BARS,31 AVE & 51 ST,11377.0,Queens,QN01,22.0,40.75699926,-73.90782818,POINT (-73.90782818 40.75699926),29934.851903772287
X3348,ERS,SOUTHERN BLVD 450' S OF E FORDHAM RD,10458.0,Bronx,BX06,15.0,40.8556825,-73.88113217,POINT (-73.88113217 40.8556825),47814.40188768185
B0797,ERS,BROADWAY & ARION PLACE,11206.0,Brooklyn,BK04,36.0,40.69783119,-73.93675979,POINT (-73.93675979 40.69783119),26741.8377666797
Q7445,BARS,VERNON BLVD & 10 ST,11106.0,Queens,QN01,26.0,40.76730453,-73.93699966,POINT (-73.93699966 40.76730453),31222.174947451516
Q7782,BARS,31 AVE & 73 ST,11370.0,Queens,QN03,22.0,40.75835283,-73.89440193,POINT (-73.89440193 40.75835283),30894.307661722007
B2034,ERS,LINDEN BLVD & PINE ST,11208.0,Brooklyn,BK05,42.0,40.66850489,-73.86924511,POINT (-73.86924511 40.66850489),31942.92399730569
Q9356,BARS,32 AVE & 99 ST,11369.0,Queens,QN03,21.0,40.75907748,-73.869839,POINT (-73.869839 40.75907748),33403.66637893156
M0973,ERS,CENTRAL PARK W & W 65 ST,10023.0,Manhattan,MN07,6.0,40.77178126,-73.97919215,POINT (-73.97919215 40.77178126),36166.82653627375
R4384,ERS,RICHMOND PWAY S SVC RD & HALLISTER ST,10309.0,Staten Island,SI03,51.0,40.52703609,-74.2187744,POINT (-74.2187744 40.52703609),110518.57947542009
X2775,ERS,NELSON AVE & W 172 ST,10452.0,Bronx,BX04,16.0,40.84406432,-73.92098735,POINT (-73.92098735 40.84406432),43169.88619284634
B0474,ERS,HICKS ST & MIDDAGH ST,11201.0,Brooklyn,BK02,33.0,40.70048592,-73.99336045,POINT (-73.99336045 40.70048592),33311.15457488201
Q3665,BARS,50 AVE & 195 ST,11365.0,Queens,QN11,20.0,40.74889218,-73.78432679,POINT (-73.78432679 40.74889218),45650.24715928356
Q0182,BARS,JFK - BLDG 125 147 AVE & 148 ST ENT,11430.0,Queens,JFK,28.0,40.66332897,-73.79193744,POINT (-73.79193744 40.66332897),44374.545190542165
Q4812,BARS,85 DR & 150 ST,11435.0,Queens,QN08,24.0,40.70935683,-73.80804631,POINT (-73.80804631 40.70935683),38945.3860363005
Q5928,ERS,145 AVE & 241 ST,11422.0,Queens,QN13,31.0,40.66034971,-73.74126254,POINT (-73.74126254 40.66034971),55020.485106902466
Q2116,ERS,95 AVE & 88 ST,11416.0,Queens,QN09,32.0,40.68542372,-73.85337427,POINT (-73.85337427 40.68542372),32556.31131388075
X4273,ERS,WATERBURY AVE & ELLSWORTH AVE,10465.0,Bronx,BX10,13.0,40.83854966,-73.82301922,POINT (-73.82301922 40.83854966),52139.95289650425
Q6398,BARS,NORTHERN BLVD & 251 ST,11363.0,Queens,QN11,19.0,40.76879478,-73.73707428,POINT (-73.73707428 40.76879478),57678.74273429743
Q0042,BARS,LGA - US AIR MAIN TERMINAL,11371.0,Queens,LGA,21.0,40.77170904,-73.86571569,POINT (-73.86571569 40.77170904),35496.195103294056
Q6849,BARS,LINDEN BLVD & 226 ST,11411.0,Queens,QN13,27.0,40.69349676,-73.73489973,POINT (-73.73489973 40.69349676),53640.996519220855
B2699,ERS,10 AVE & 46 ST,11219.0,Brooklyn,BK12,39.0,40.6406941,-73.99697357,POINT (-73.99697357 40.6406941),39748.52065622335
R3536,ERS,ARDEN AVE & WOODROW RD,10312.0,Staten Island,SI03,51.0,40.55014768,-74.18757347,POINT (-74.18757347 40.55014768),98333.06949336124
Q7814,BARS,37 AVE & 64 ST,11377.0,Queens,QN02,26.0,40.74872433,-73.89880642,POINT (-73.89880642 40.74872433),29560.34922576548
Q1209,ERS,NORTON AVE & BEACH 44 ST,11691.0,Queens,QN14,31.0,40.59896992,-73.77610693,POINT (-73.77610693 40.59896992),58528.85571496543
Q9210,BARS,JUNCTION BLVD & 57 AVE,11373.0,Queens,QN04,25.0,40.73664322,-73.86582956,POINT (-73.86582956 40.73664322),31766.803427059906
B0971,ERS,FRANKLIN AVE & PACIFIC ST,11238.0,Brooklyn,BK08,35.0,40.67834305,-73.95519583,POINT (-73.95519583 40.67834305),29052.480426472262
B0261,BARS,BUSHWICK AVE & DEVOE ST,11211.0,Brooklyn,BK01,34.0,40.71400706,-73.94171302,POINT (-73.94171302 40.71400706),27069.462699366948
M1395,ERS,8 AVE & W 117 ST,10026.0,Manhattan,MN10,9.0,40.80509688,-73.95487451,POINT (-73.95487451 40.80509688),37750.362970879236
R0679,ERS,MC CLEAN AVE & OCEAN AVE,10305.0,Staten Island,SI02,50.0,40.59844689,-74.06523765,POINT (-74.06523765 40.59844689),61352.30605121249
B2481,ERS,CORTELYOU RD & RUGBY RDS,11226.0,Brooklyn,BK14,40.0,40.64075648,-73.96518303,POINT (-73.96518303 40.64075648),34957.365317559306
B0663,ERS,DEKALB AVE & WALWORTH ST,11205.0,Brooklyn,BK03,33.0,40.69112129,-73.95356615,POINT (-73.95356615 40.69112129),28128.102401021875
M0371,ERS,LAGUARDIA PL & W 3 ST,10012.0,Manhattan,MN02,1.0,40.72931044,-73.99788586,POINT (-73.99788586 40.72931044),34984.152640174994
M1533,ERS,POWELL BLVD & W 131 ST,10027.0,Manhattan,MN10,9.0,40.81275187,-73.94556804,POINT (-73.94556804 40.81275187),38159.68018587808
X2732,ERS,VYSE AVE & FREEMAN ST,10459.0,Bronx,BX03,17.0,40.83012419,-73.88991107,POINT (-73.88991107 40.83012419),41903.97102284199
R0747,BARS,HEBERTON AVE & RAINBOW AVE,10302.0,Staten Island,SI01,49.0,40.62993222,-74.13686218,POINT (-74.13686218 40.62993222),70408.48633204881
Q1386,BARS,ROCKAWAY BEACH BLVD & BEACH 120 ST,11694.0,Queens,QN14,32.0,40.57867654,-73.84057476,POINT (-73.84057476 40.57867654),51837.194654954554
R1954,ERS,WILLOW RD WEST & FARADAY ST,10314.0,Staten Island,SI01,50.0,40.61464395,-74.15533508,POINT (-74.15533508 40.61464395),77362.08313426509
M0945,ERS,AMSTERDAM AVE & W 61 ST,10023.0,Manhattan,MN07,6.0,40.77166818,-73.98669559,POINT (-73.98669559 40.77166818),37297.639597695525
M0274,ERS,COLUMBIA ST & DELANCEY ST,10002.0,Manhattan,MN03,2.0,40.71645556,-73.98057734,POINT (-73.98057734 40.71645556),31476.261257929542
R0275,ERS,BAYVIEW PL & CRESTON PL,10301.0,Staten Island,SI01,49.0,40.63392502,-74.08274364,POINT (-74.08274364 40.63392502),58093.02167242298
Q5226,ERS,150 AVE & 114 ST,11420.0,Queens,QN10,32.0,40.66789756,-73.82751791,POINT (-73.82751791 40.66789756),37807.72179364911
R2258,ERS,BEACH AVE & NORTH RAILROAD AVE,10306.0,Staten Island,SI02,50.0,40.57157571,-74.12030427,POINT (-74.12030427 40.57157571),78734.01343974598
X3635,ERS,LACONIA AVE & E 214 ST,10469.0,Bronx,BX12,12.0,40.8768265,-73.85408454,POINT (-73.85408454 40.8768265),55680.610565949864
X4072,ERS,HARDING AVE & PENNYFIELD AVE,10465.0,Bronx,BX10,13.0,40.81677495,-73.80912581,POINT (-73.80912581 40.81677495),50365.993928136995
X4612,ERS,BX PARK AVE & E 180 ST,10460.0,Bronx,,15.0,40.84152065,-73.87459175,POINT (-73.87459175 40.84152065),45635.65365461432
R0413,ERS,LAUREL AVE & VAN DUZER ST,10304.0,Staten Island,SI01,49.0,40.61990943,-74.08589884,POINT (-74.08589884 40.61990943),61328.80059729986
Q9507,ERS,WOODHAVEN BLVD OPP YELLOWSTONE BLVD,11374.0,Queens,QN06,29.0,40.71359826,-73.85963176,POINT (-73.85963176 40.71359826),31293.845910101427
B0376,ERS,FLUSHING AVE & WILLIAMSBURGH ST W,11205.0,Brooklyn,BK01,33.0,40.69803867,-73.96283964,POINT (-73.96283964 40.69803867),28923.58693392287
Q7612,BARS,19 RD & 78 ST,11370.0,Queens,QN01,22.0,40.7729641,-73.89231491,POINT (-73.89231491 40.7729641),32898.57492608386
Q1627,ERS,CROSS BAY BLVD 6603' S OF N CHANNEL BRDG,11693.0,Queens,GNRA,31.0,40.62730093,-73.82735914,POINT (-73.82735914 40.62730093),43928.523034931604
B1958,ERS,COZINE AVE & CRESCENT ST,11208.0,Brooklyn,BK05,42.0,40.66224782,-73.86669937,POINT (-73.86669937 40.66224782),32985.986134084626
X4617,ERS,NEPTUNE CT & NEPTUNE LA/SHOREHAVEN CONDO,10473.0,Bronx,BX09,18.0,40.80743922,-73.853454,POINT (-73.853454 40.80743922),42126.843113045245
Q9813,ERS,90 AVE & 139 ST,11435.0,Queens,QN12,24.0,40.70145799,-73.81250544,POINT (-73.81250544 40.70145799),38160.7720225521
X3126,ERS,WASHINGTON AVE & E 179 ST,10457.0,Bronx,BX06,15.0,40.84964254,-73.89659635,POINT (-73.89659635 40.84964254),45235.11260414812
Q7316,BARS,SKILLMAN AVE & 40 ST,11104.0,Queens,QN02,26.0,40.74721401,-73.92358143,POINT (-73.92358143 40.74721401),28637.62772747091
Q1169,BARS,CORNAGA AVE & HARTMAN LA,11691.0,Queens,QN14,31.0,40.60199734,-73.76541101,POINT (-73.76541101 40.60199734),60053.53687066195
B4002,ERS,SEAVIEW AVE & ERSKINE ST,11239.0,Brooklyn,BK05,42.0,40.65317826,-73.86690123,POINT (-73.86690123 40.65317826),34172.81320913571
M0262,ERS,ORCHARD ST & BROOME ST,10002.0,Manhattan,MN03,1.0,40.71812408,-73.9902334,POINT (-73.9902334 40.71812408),33055.56319184036
R8705,ERS,W SHORE XWAY N/B 1200' N BLOOMFIELD AVE,10314.0,Staten Island,SI02,50.0,40.61599226,-74.17778967,POINT (-74.17778967 40.61599226),82106.73233494614
Q5611,BARS,88 AVE & 239 ST,11426.0,Queens,QN13,23.0,40.73010121,-73.7278178,POINT (-73.7278178 40.73010121),55937.039817686535
R1775,BARS,SEAVIEW HOSPITAL AT MAIN OFFICE,10314.0,Staten Island,SI02,50.0,40.59099869,-74.13214089,POINT (-74.13214089 40.59099869),77061.43418205448
Q9615,ERS,PARK LA S & 107 ST,11385.0,Queens,,30.0,40.70055443,-73.8429379,POINT (-73.8429379 40.70055443),33485.49307584427
M1809,ERS,VERMILYEA AVE AND 207TH ST,10034.0,Manhattan,MN12,10.0,40.86675959,-73.92061166,POINT (-73.92061166 40.86675959),47927.2348642821
Q9291,BARS,54 AVE & 90 ST,11373.0,Queens,QN04,25.0,40.73743372,-73.8732974,POINT (-73.8732974 40.73743372),30943.13784476741
R0324,ERS,DAVIS AVE & MORRISON AVE,10310.0,Staten Island,SI01,49.0,40.62890425,-74.1080357,POINT (-74.1080357 40.62890425),64348.0862763585
X2421,ERS,SPOFFORD AVE & MANIDA ST,10474.0,Bronx,BX02,17.0,40.81422529,-73.88832573,POINT (-73.88832573 40.81422529),39175.44974889759
R2083,ERS,GREELEY AVE & NORTH RAILROAD AVE,10306.0,Staten Island,SI02,50.0,40.57861233,-74.11050795,POINT (-74.11050795 40.57861233),75063.44835548138
X2909,ERS,WEST FARMS RD & E 172 ST,10460.0,Bronx,BX03,17.0,40.83233503,-73.88472985,POINT (-73.88472985 40.83233503),42781.4092096602
R1437,BARS,BURGHER AVE & NORTH RAILROAD AVE,10304.0,Staten Island,SI02,50.0,40.59241987,-74.09157723,POINT (-74.09157723 40.59241987),68040.57884040056
B1074,ERS,FRANKLIN AVE & UNION ST,11225.0,Brooklyn,BK09,35.0,40.66977893,-73.95829178,POINT (-73.95829178 40.66977893),30177.73403342708
R8728,ERS,W SHORE XWAY S/B 400' N FRESH KILLS,10309.0,Staten Island,SI03,51.0,40.55961523,-74.20107349,POINT (-74.20107349 40.55961523),99243.17213186607
R4519,ERS,JOHNSON AVE & UTAH ST,10307.0,Staten Island,SI03,51.0,40.51380494,-74.2492027,POINT (-74.2492027 40.51380494),120335.50160155818
M1207,ERS,3 AVE & E 92 ST,10128.0,Manhattan,MN08,5.0,40.78263339,-73.95119927,POINT (-73.95119927 40.78263339),34215.566760022164
R2024,BARS,HUNTER AVE & OLYMPIA BLVD,10306.0,Staten Island,SI02,50.0,40.57489923,-74.09109428,POINT (-74.09109428 40.57489923),71747.77380383424
Q7722,BARS,31 AVE & DITMARS BLVD,11369.0,Queens,QN03,21.0,40.7626446,-73.86157334,POINT (-73.86157334 40.7626446),34855.93051695168
Q9236,ERS,HARDING XWAY N & 108 ST,11368.0,Queens,QN04,21.0,40.73780341,-73.8519659,POINT (-73.8519659 40.73780341),33680.317507818174
Q8984,ERS,VAN WYCK XWAY W SVC RD & 111 AVE,11420.0,Queens,QN10,28.0,40.68461902,-73.80718362,POINT (-73.80718362 40.68461902),39659.31896612068
B0706,ERS,MORGAN AVE & FLUSHING AVE,11206.0,Brooklyn,BK01,34.0,40.70377233,-73.93115534,POINT (-73.93115534 40.70377233),26491.40112924607
Q6798,BARS,HILLSIDE AVE & 265 ST,11004.0,Queens,QN13,23.0,40.73831906,-73.70373634,POINT (-73.70373634 40.73831906),61928.36586485175
Q6384,BARS,DEPEW AVE & 248 ST,11363.0,Queens,QN11,19.0,40.77057328,-73.74138336,POINT (-73.74138336 40.77057328),56969.732020302836
Q4406,BARS,NEGUNDO AVE & BURLING ST,11355.0,Queens,QN07,20.0,40.75081869,-73.81264703,POINT (-73.81264703 40.75081869),40746.1156186353
B1821,ERS,LIBERTY AVE & MONTAUK AVE,11208.0,Brooklyn,BK05,37.0,40.67703291,-73.878662,POINT (-73.878662 40.67703291),30047.335735304037
Q8879,BARS,FOCH BLVD & 140 ST,11436.0,Queens,QN12,28.0,40.67819024,-73.80142818,POINT (-73.80142818 40.67819024),41123.06396721608
X2762,ERS,SHERIDAN AVE & E 171 ST,10457.0,Bronx,BX04,16.0,40.83945322,-73.91207881,POINT (-73.91207881 40.83945322),42390.3586093868
Q5440,BARS,JAMAICA AVE & SPRINGFIELD BLVD,11429.0,Queens,QN13,27.0,40.71849822,-73.73530371,POINT (-73.73530371 40.71849822),53645.32915659404
R1620,BARS,OVERLOOK AVE & DELAWARE ST,10304.0,Staten Island,SI02,50.0,40.59449342,-74.10079666,POINT (-74.10079666 40.59449342),69559.72440556665
Q3730,BARS,17 AVE & 215 ST,11360.0,Queens,QN07,19.0,40.78517574,-73.7773418,POINT (-73.7773418 40.78517574),51504.18387580058
B0828,ERS,BROADWAY OPP WOODBINE ST,11221.0,Brooklyn,BK04,41.0,40.68864092,-73.92055013,POINT (-73.92055013 40.68864092),26754.001611258114
Q7865,BARS,34 AVE & 91 ST,11372.0,Queens,QN03,25.0,40.75461048,-73.87666752,POINT (-73.87666752 40.75461048),32118.58605044763
R0845,ERS,VICTORY BLVD & SENECA AVE,10301.0,Staten Island,SI01,49.0,40.61596635,-74.10456063,POINT (-74.10456063 40.61596635),66041.03588367687
B2498,ERS,PARKVILLE AVE & E 8 ST,11230.0,Brooklyn,BK14,40.0,40.63237223,-73.96858876,POINT (-73.96858876 40.63237223),36820.77945866399
B0925,ERS,KINGSTON AVE & HERKIMER ST,11216.0,Brooklyn,BK03,36.0,40.67918418,-73.94127655,POINT (-73.94127655 40.67918418),27878.823074700624
Q7283,BARS,QUEENS BLVD & 35 ST,11101.0,Queens,QN02,26.0,40.74470043,-73.92988553,POINT (-73.92988553 40.74470043),28509.556987453892
Q4096,BARS,GRAND AVE & 57 ST,11378.0,Queens,QN05,30.0,40.71934839,-73.91232114,POINT (-73.91232114 40.71934839),26836.971356639224
B1976,ERS,BLAKE AVE & RUBY ST,11208.0,Brooklyn,QN10,42.0,40.67280562,-73.86077513,POINT (-73.86077513 40.67280562),32550.282997160262
M0395,ERS,4 AVE & E 8 ST,10003.0,Manhattan,MN02,2.0,40.72987869,-73.9907253,POINT (-73.9907253 40.72987869),33767.516692456295
Q7518,BARS,27 AVE & 3 ST,11102.0,Queens,QN01,22.0,40.77499412,-73.9342742,POINT (-73.9342742 40.77499412),32137.17776649853
R8726,ERS,W SHORE XWAY S/B 2400' S VICTORY BLVD,10314.0,Staten Island,SI02,50.0,40.58331327,-74.19220993,POINT (-74.19220993 40.58331327),91998.93772400041
Q6409,BARS,HARDING XWAY N & MORENCI LA,11362.0,Queens,QN11,19.0,40.76179468,-73.73061854,POINT (-73.73061854 40.76179468),58219.61298873433
M0949,ERS,2 AVE & E 61 ST,10021.0,Manhattan,MN08,4.0,40.76185859,-73.96342391,POINT (-73.96342391 40.76185859),32784.99628607611
Q5540,BARS,91 AVE & VANDERVEER ST,11428.0,Queens,QN13,23.0,40.72207625,-73.74620457,POINT (-73.74620457 40.72207625),51453.09831233418
B2133,ERS,STANLEY AVE & SNEDIKER AVE,11207.0,Brooklyn,BK05,42.0,40.65380955,-73.89678213,POINT (-73.89678213 40.65380955),31138.513297319594
X2685,ERS,LAFAYETTE AVE & CROES AVE,10473.0,Bronx,BX09,18.0,40.82062457,-73.86857592,POINT (-73.86857592 40.82062457),42380.713472545394
B1259,ERS,5 AVE & 2 ST,11215.0,Brooklyn,BK06,39.0,40.67339876,-73.98278109,POINT (-73.98278109 40.67339876),33060.49320944075
R2455,ERS,ROCKLAND AVE & RICHMOND RD/RVFD,10306.0,Staten Island,SI02,50.0,40.57653814,-74.1271725,POINT (-74.1271725 40.57653814),79122.5531064093
B2544,ERS,15 AVE & 40 ST,11218.0,Brooklyn,BK12,39.0,40.6374063,-73.98246601,POINT (-73.98246601 40.6374063),37884.66388439195
Q4641,BARS,14 AVE & 155 ST,11357.0,Queens,QN07,19.0,40.78938283,-73.80666785,POINT (-73.80666785 40.78938283),46639.658128162606
B3832,ERS,COLUMBIA ST 500' N OF LORRAINE ST,11231.0,Brooklyn,BK06,38.0,40.67589596,-74.00707212,POINT (-74.00707212 40.67589596),37082.09353342561
B1425,ERS,3 AVE & 27 ST,11232.0,Brooklyn,BK07,38.0,40.66046218,-74.0008974,POINT (-74.0008974 40.66046218),37604.42470601968
R1112,ERS,AMADOR ST & SOUTH AVE,10303.0,Staten Island,SI01,49.0,40.62390879,-74.1674037,POINT (-74.1674037 40.62390879),78273.99196942279
Q5321,BARS,HILLSIDE AVE & 188 ST,11423.0,Queens,QN08,23.0,40.7151201,-73.77357135,POINT (-73.77357135 40.7151201),45525.37957745515
Q3801,BARS,50 AVE & BELL BLVD,11364.0,Queens,QN11,23.0,40.75391876,-73.76629299,POINT (-73.76629299 40.75391876),49718.06570230483
Q7663,BARS,19 AVE & 19 RD 50' W OF 80 ST,11370.0,Queens,QN01,22.0,40.77370873,-73.89289085,POINT (-73.89289085 40.77370873),32953.363687176214
X4757,ERS,DALY AVE & ELSMERE PL,10460.0,Bronx,BX06,17.0,40.84117592,-73.8842829,POINT (-73.8842829 40.84117592),44545.95172405143
Q4574,ERS,MYRTLE AVE & 81 ST,11385.0,Queens,QN05,30.0,40.70305165,-73.86724652,POINT (-73.86724652 40.70305165),30187.438198641088
Q4952,ERS,ST FELIX AVE & 60 PL,11385.0,Queens,QN05,30.0,40.69712764,-73.89558458,POINT (-73.89558458 40.69712764),27459.47605337792
Q4717,BARS,33 AVE & UTOPIA PWAY,11358.0,Queens,QN11,19.0,40.76722222,-73.79257492,POINT (-73.79257492 40.76722222),46193.53650161182
X3594,ERS,JEROME AVE 2/5 MI S OF E 233 ST,10467.0,Bronx,BX12,11.0,40.89014012,-73.87897193,POINT (-73.87897193 40.89014012),55631.88314867382
X3381,ERS,CRESTON AVE & E KINGSBRIDGE RD,10468.0,Bronx,BX07,14.0,40.86660209,-73.89544263,POINT (-73.89544263 40.86660209),48912.451467930034
Q4973,BARS,HARDING XWAY N & FRESH MEADOW,11365.0,Queens,QN11,20.0,40.73869858,-73.79635781,POINT (-73.79635781 40.73869858),42525.901471225494
M1321,ERS,5 AVE & E 108 ST,83.0,Manhattan,,9.0,40.79558773,-73.95015821,POINT (-73.95015821 40.79558773),35934.64392231694
Q5369,BARS,LINDEN BLVD & 201 ST,11412.0,Queens,QN12,27.0,40.69454562,-73.75158277,POINT (-73.75158277 40.69454562),49994.64582005468
B4299,ERS,WYTHE AVE BTW DIVISON ST & CLYMER ST,11211.0,Brooklyn,BK01,33.0,40.70606214,-73.96705331,POINT (-73.96705331 40.70606214),29388.208645785213
B1539,ERS,BEVERLEY RD & E 17 ST,11226.0,Brooklyn,BK14,40.0,40.64451198,-73.96312449,POINT (-73.96312449 40.64451198),34109.18975913858
M0404,ERS,LUDLOW ST & STANTON ST,10002.0,Manhattan,MN03,1.0,40.72123432,-73.9877686,POINT (-73.9877686 40.72123432),32786.391559958196
Q3830,BARS,56 AVE & SPRINGFIELD BLVD,11364.0,Queens,QN11,23.0,40.75223257,-73.75935694,POINT (-73.75935694 40.75223257),50953.68517172557
B0528,ERS,HICKS ST & STATE ST,11201.0,Brooklyn,BK02,33.0,40.69185126,-73.99748943,POINT (-73.99748943 40.69185126),34279.03942776275
X2502,ERS,WASHINGTON AVE & E 164 ST,10456.0,Bronx,BX03,17.0,40.8258489,-73.90991778,POINT (-73.90991778 40.8258489),39872.97607185663
Q4290,ERS,FLUSHING AVE & FRESH POND RD,11378.0,Queens,QN05,30.0,40.72162803,-73.90311781,POINT (-73.90311781 40.72162803),27336.37611859213
X3660,ERS,LACONIA AVE & E 220 ST,10469.0,Bronx,BX12,12.0,40.88082536,-73.85156601,POINT (-73.85156601 40.88082536),56925.30505228906
B1240,ERS,4 AVE & ST MARKS PL,11217.0,Brooklyn,BK02,39.0,40.68185263,-73.9800351,POINT (-73.9800351 40.68185263),31950.04044194688
R1978,ERS,HOLIDAY DR & LYNN CT,10314.0,Staten Island,SI01,49.0,40.62152739,-74.15006775,POINT (-74.15006775 40.62152739),74876.20785175981
B3080,ERS,AVENUE R & COLEMAN ST,11234.0,Brooklyn,BK18,46.0,40.61533879,-73.93138403,POINT (-73.93138403 40.61533879),36922.762089403106
X3194,ERS,MORRIS AVE & E 183 ST,10468.0,Bronx,BX05,14.0,40.85809327,-73.90191312,POINT (-73.90191312 40.85809327),46652.75906510811
